id,isbn,title,author,genres,cover,published_year,rating
3523,0553578685,The Third Victim,Lisa Gardner,Fiction,http://books.google.com/books/content?id=A-yKDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.16
3524,0553578979,Iron Fist,Aaron Allston,Fiction,http://books.google.com/books/content?id=Qq3rislRpkoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.03
3525,0553579754,Fear Nothing,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=Qq7iDO756qYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.99
3526,0553580140,Reave the Just and Other Tales,Stephen R. Donaldson,Fiction,http://books.google.com/books/content?id=sESMToS9hLgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.9
3527,0553580337,Dune,Brian Herbert;Kevin J. Anderson,Fiction,http://books.google.com/books/content?id=wb8Z4Bc3_I8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.67
3528,0553580515,Passage,Connie Willis,Fiction,http://books.google.com/books/content?id=gbRDDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.69
3529,055358054X,The Truelove Bride,Shana Abé,Fiction,http://books.google.com/books/content?id=FHcJAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.66
3530,0553580833,The Summer House,Jean Stone,Fiction,http://books.google.com/books/content?id=xYB2TYqEdQEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.87
3531,055358135X,War of the Rats,David L. Robbins,Fiction,http://books.google.com/books/content?id=YAZ6r_SDgToC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.11
3532,0553581856,A Kiss to Remember,Teresa Medeiros,Fiction,http://books.google.com/books/content?id=Bj6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.88
3533,0553581996,Intimate Enemies,Shana Abe,Fiction,http://books.google.com/books/content?id=FPcTpC2KeFEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.82
3534,0553582003,The Secret Swan,Shana Abé,Fiction,http://books.google.com/books/content?id=eUlhRcrg97UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.66
3535,055358202X,A Feast for Crows,George R. R. Martin,Fiction,http://books.google.com/books/content?id=Uj6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.13
3536,0553582909,Icebound,Dean Koontz,Fiction,http://books.google.com/books/content?id=jGYQyJMsN5IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.76
3537,0553582917,Intensity,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=9X7qX1lHizMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.04
3538,055358295X,Death of a Blue Movie Star,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=PDUz33ZcF1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.52
3539,0553583158,Legacy of the Dead,Charles Todd,Fiction,http://books.google.com/books/content?id=p_pvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.15
3540,0553583166,Watchers of Time,Charles Todd,Fiction,http://books.google.com/books/content?id=qfpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.98
3541,0553583174,A Fearsome Doubt,Charles Todd,Fiction,http://books.google.com/books/content?id=0ZvbnCsgUb0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.04
3542,0553583298,Hard News,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=Mcgq7VEP6vYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.46
3543,0553584480,The Face,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=h5nm4yFO8S4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.7
3544,0553584502,The Taking,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=J-r1X7gEfYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.78
3545,0553584537,Alone,Lisa Gardner,Fiction,http://books.google.com/books/content?id=Jgm9S9MkxwMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.97
3546,0553584979,The Last Mermaid,Shana Abé,FICTION,http://books.google.com/books/content?id=CcKGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.73
3547,0553585754,Echo of Eternity,Maggie Furey,Fiction,http://books.google.com/books/content?id=C_nImAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.88
3548,0553585800,Forty Signs of Rain,Kim Stanley Robinson,Fiction,http://books.google.com/books/content?id=TI18I2jV1BgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.54
3549,0553586076,The Secret on Ararat,Tim F. LaHaye;Bob Phillips,Fiction,http://books.google.com/books/content?id=6q-kPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.23
3550,0553586610,A Cold Treachery,Charles Todd,Fiction,http://books.google.com/books/content?id=6c_kD_HSfu4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.14
3551,0553587072,Industrial Magic,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=gJBEmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.13
3552,0553587080,Haunted,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=d6t2mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.09
3553,0553587153,Seventy-Seven Clocks,Christopher Fowler,Fiction,http://books.google.com/books/content?id=_N1BM5XM2M8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.89
3554,0553587242,Beach Girls,Luanne Rice,Fiction,http://books.google.com/books/content?id=QT84GBfkL50C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.06
3555,0553587897,Frankenstein: City of Night: A Novel,,Horror tales,,,3.97
3556,0553588044,The Smoke Thief,Shana Abe,Fiction,http://books.google.com/books/content?id=yHdlXF1ln9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.74
3557,0553588117,Prince of the Blood,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=GVrB3M5QJAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.97
3558,0553588192,Exit Strategy,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=l3NJmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.88
3559,0553588257,Velocity,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=sBtehF_9OFkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.86
3560,0553588265,Forever Odd,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=5tVIOmhXsG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.97
3561,0553589474,Public Secrets,Nora Roberts,Fiction,http://books.google.com/books/content?id=S4wRrGr5yqcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
3562,0553763253,Lines and Shadows,Joseph Wambaugh,True Crime,http://books.google.com/books/content?id=PuevDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.79
3563,055380202X,The Universe in a Nutshell,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,http://books.google.com/books/content?id=VXIc358dF4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.15
3564,0553803522,Social Intelligence,Daniel Goleman,Psychology,http://books.google.com/books/content?id=akQLxTM-5_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.98
3565,0553803700,"I, Robot",Isaac Asimov,Fiction,http://books.google.com/books/content?id=QEhWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.19
3566,0553803816,Sailing from Byzantium,Colin Wells,History,http://books.google.com/books/content?id=jTmBvyaDdM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.87
3567,0553804790,The Husband,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=797pS6VOUQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.81
3568,0553804936,The Dream Thief,Shana Abé,Fiction,http://books.google.com/books/content?id=sJ5fmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.83
3569,0553813536,The Devil in the White City,Erik Larson,Architecture,http://books.google.com/books/content?id=UiW6V3Y8GJwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.99
3570,0553813951,Nights in Rodanthe,Nicholas Sparks,Divorced people,http://books.google.com/books/content?id=lCmewAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.83
3571,0553815024,The Sinner,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=TGvkcRz-zyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.14
3572,0553815393,The Mapmaker's Wife,Robert Whitaker,Amazon River Region,http://books.google.com/books/content?id=zTU_SuhfxpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.59
3573,0553816950,Princess,Jean Sasson,English fiction,http://books.google.com/books/content?id=rXsp6RvUVoMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.02
3574,055381706X,The Surgeon,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=04p3495xOgYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.1
3575,0553817078,The Apprentice,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=Z5lY0mP_cdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.14
3576,0553900692,Light,M. John Harrison,Fiction,http://books.google.com/books/content?id=lWd5hkQwjToC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,
3577,0553902148,The Last of the Mohicans,James Fenimore Cooper,Fiction,http://books.google.com/books/content?id=JqnnTcDDFwUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,
3578,0563388544,THE GOON SHOW,VÁRIOS AUTORES,,,2005,4.5
3579,056348649X,Doctor Who,Gary Russell,Performing Arts,http://books.google.com/books/content?id=BDsfK1WPuXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.21
3580,0563522755,Terry Jones' Medieval Lives,Terry Jones;Alan Ereira,History,http://books.google.com/books/content?id=7Rh7J6xzjpAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.02
3581,0567044718,Colossians and Philemon,Robert McL Wilson,Religion,http://books.google.com/books/content?id=61CEyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,5
3582,0571084834,Lord of the Flies,William Golding,Airplane crash survival,,1954,3.67
3583,0571090249,Death of a Naturalist,Seamus Heaney,Poetry,http://books.google.com/books/content?id=et6dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1969,4.29
3584,0571125298,The Real Thing,Tom Stoppard,Drama,http://books.google.com/books/content?id=LNy0n77P2eYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,3.94
3585,0571143725,"New Selected Poems of Seamus Heaney, 1966-1987",Seamus Heaney,,http://books.google.com/books/content?id=2JECtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.19
3586,057114456X,Immortality,Milan Kundera,Czech fiction,http://books.google.com/books/content?id=EyZ4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,4.13
3587,0571161154,The Complete Herbal Handbook for the Dog and Cat,Juliette de Baïracli Levy,Pets,http://books.google.com/books/content?id=BaPewAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.29
3588,0571164668,The White Castle,Orhan Pamuk,Civil law,http://books.google.com/books/content?id=Y55qQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.45
3589,0571169201,Even Cowgirls Get the Blues ; My Own Private Idaho,Gus Van Sant,Hitchhiking,http://books.google.com/books/content?id=YK7QxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.79
3590,0571172482,Lawrence Durrell,Ian S. MacNiven,Biography & Autobiography,http://books.google.com/books/content?id=77J0QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.04
3591,0571178561,The Last Temptation,Nikos Kazantzakis,Fiction,http://books.google.com/books/content?id=tbA-HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.16
3592,0571191037,Tales from Ovid,Ovid;Ted Hughes,Latin poetry,http://books.google.com/books/content?id=ViuRQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.23
3593,0571191630,View with a Grain of Sand,Wisława Szymborska,Polish poetry,http://books.google.com/books/content?id=aoJ8QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,4.33
3594,0571193781,The New Life,Orhan Pamuk,Bus travel,http://books.google.com/books/content?id=KOAJGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.55
3595,0571197515,Tom Stoppard: Plays 5,Tom Stoppard,Drama,http://books.google.com/books/content?id=sR0YSeUweGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.3
3596,0571200613,Garden State,Rick Moody,Teenagers,http://books.google.com/books/content?id=ve3aPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.07
3597,057120113X,Beowulf,Seamus Heaney,Beowulf,,1999,3.43
3598,0571201156,Letters Home,Sylvia Plath,"Authors, American",http://books.google.com/books/content?id=TKZTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.2
3599,057120175X,The Poisonwood Bible,Barbara Kingsolver,Americans,http://books.google.com/books/content?id=SZLCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.05
3600,057120211X,"Girl, Interrupted",James Mangold;Lisa Loomer;Anna Hamilton Phelan,Performing Arts,http://books.google.com/books/content?id=JnzDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.97
3601,0571202802,Gilliam on Gilliam,Terry Gilliam;Ian Christie,Performing Arts,http://books.google.com/books/content?id=82RQJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.1
3602,0571203035,The Music of Chance,Paul Auster,Gambling,http://books.google.com/books/content?id=ZQFiQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.9
3603,0571203124,My Century,Günter Grass,"History, Modern",http://books.google.com/books/content?id=5MOAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.45
3604,0571203159,Taxi Driver,Paul Schrader,Performing Arts,http://books.google.com/books/content?id=MITuHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.11
3605,0571205216,"The Journals of Sylvia Plath, 1950-1962",Sylvia Plath,"Poets, American",http://books.google.com/books/content?id=TDJgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.31
3606,0571206921,Laughable Loves,Milan Kundera,Czech Republic,http://books.google.com/books/content?id=ZpupPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.87
3607,0571207081,Herzog on Herzog,Paul Cronin,Performing Arts,http://books.google.com/books/content?id=kRzxwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.44
3608,0571207561,Collected Children's Stories,Sylvia Plath,"Children's poetry, American",http://books.google.com/books/content?id=i6oCGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.22
3609,0571207995,The Wars,Timothy Findley,Fiction,http://books.google.com/books/content?id=AqnDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.87
3610,057120905X,Famous Last Words,Timothy Findley,Prisoners of war,http://books.google.com/books/content?id=XwOkQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.99
3611,0571210910,Finders Keepers,Seamus Heaney,Englisch - Geschichte - Lyrik - Aufsatzsammlung,http://books.google.com/books/content?id=SixqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.15
3612,057121150X,Fat Pig,Neil LaBute,Drama,http://books.google.com/books/content?id=4ZVqDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.56
3613,0571212921,A Beautiful Mind,Sylvia Nasar,Mathematicians,http://books.google.com/books/content?id=5ePBQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.13
3614,0571214266,The Greek Islands,Lawrence Durrell,Biography & Autobiography,http://books.google.com/books/content?id=Jbh1PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.9
3615,0571215165,Vernon God Little,D. B. C. Pierre,Black humor (Literature),http://books.google.com/books/content?id=ys2sQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.59
3616,0571217354,Finnegans Wake,James Joyce,Dreams,http://books.google.com/books/content?id=7ZSqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1975,3.67
3617,0571218857,Tales From Firozsha Baag (Ji),Rohinton Mistry,Apartment houses,,2002,3.93
3618,0571219314,The Kid Stays in the Picture,Robert Evans,Motion picture actors and actresses,http://books.google.com/books/content?id=yCZFPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.91
3619,0571219713,The Moth Diaries,Rachel Klein,Boarding schools,http://books.google.com/books/content?id=94hfPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.49
3620,0571224385,The Unbearable Lightness of Being,Milan Kundera,Adultery,http://books.google.com/books/content?id=OU1_PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.09
3621,0571225373,A Pale View of Hills,Kazuo Ishiguro,Fiction,http://books.google.com/books/content?id=_vtQPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.73
3622,057122539X,The Unconsoled,Kazuo Ishiguro,Fiction,http://books.google.com/books/content?id=OD1EPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.53
3623,0571225551,The Avignon Quintet,Lawrence Durrell,"Short stories, English",http://books.google.com/books/content?id=SiLSGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.09
3624,0571226337,City of Glass,Paul Auster;Paul Karasik;David Mazzucchelli,City and town life,http://books.google.com/books/content?id=gRq-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.92
3625,0573605734,Breakfast of Champions,,Science fiction,http://books.google.com/books/content?id=ODcO8CSwnNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,4
3626,0573612250,Medea,Robinson Jeffers,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1976,4.2
3627,0575048360,Eric,Terry Pratchett,Fantasy fiction,,1990,3.75
3628,057506689X,Soul Music,Terry Pratchett,Discworld (Imaginary place),http://books.google.com/books/content?id=Q16dPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.04
3629,057506885X,The Last Hero,Terry Pratchett,Discworld (Imaginary place),http://books.google.com/books/content?id=5MK2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.17
3630,0575073357,The Man in the High Castle,Philip K. Dick,Alternative histories (Fiction),http://books.google.com/books/content?id=8HBAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.63
3631,0575073616,Worlds,Joe Haldeman,Fiction,http://books.google.com/books/content?id=FWH3wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.51
3632,0575075368,Dark Lord of Derkholm,Diana Wynne Jones,Fantasy fiction,http://books.google.com/books/content?id=ILwjHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.12
3633,0575075597,Replay,Ken Grimwood,Fantasy,http://books.google.com/books/content?id=9vmNPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.16
3634,0575075821,Grendel,John Gardner,Beowulf,http://books.google.com/books/content?id=yHfCHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.69
3635,0575076267,The Hyperion Omnibus,Dan Simmons,Fiction,http://books.google.com/books/content?id=b2ReHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.42
3636,057507681X,A Scanner Darkly,Philip K. Dick,Detective and mystery stories,http://books.google.com/books/content?id=SDkDHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
3637,0575402903,Dark Visions,Stephen King;George R. R. Martin;Dan Simmons,"Horror tales, American",http://books.google.com/books/content?id=qpJoGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.89
3638,0575601973,A Sudden Wild Magic,Diana Wynne Jones,,http://books.google.com/books/content?id=a0EcNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.76
3639,0582418178,The Body,Stephen King;Robin Waterfield,Friendship in adolescence,http://books.google.com/books/content?id=Rth4QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.26
3640,0582418275,The Firm,John Grisham,Fiction,http://books.google.com/books/content?id=0qI5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4
3641,0582461464,Of Mice and Men,John Steinbeck;Susan Shillinglaw,Cowboys,http://books.google.com/books/content?id=BiJiRgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.86
3642,0586008357,The Caves of Steel,Isaac Asimov,Fiction,http://books.google.com/books/content?id=sz7CQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,4.16
3643,0586040102,Banco,Henri Charrière,Biography & Autobiography,http://books.google.com/books/content?id=rqiAVILt4dIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1973,3.73
3644,0586066888,A Darkness at Sethanon,Raymond E. Feist,English fiction,http://books.google.com/books/content?id=QT078GAmji0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.19
3645,0586071393,Faerie Tale,Raymond E. Feist,Fairy tales,http://books.google.com/books/content?id=MsdacfG57IAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,3.87
3646,0586203192,2061,Arthur C. Clarke,Computers,http://books.google.com/books/content?id=uSj0D8f70LUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.55
3647,0586203796,Mistress of the Empire,Raymond E. Feist;Janny Wurts,English fiction,http://books.google.com/books/content?id=Y2tFKRiYA0cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.31
3648,0586203818,Servant of the Empire,Raymond E. Feist;Janny Wurts,Fantasy,http://books.google.com/books/content?id=xmmI3ZYsBboC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.29
3649,0586210687,The Master of Whitestorm,Janny Wurts,Fantasy fiction,http://books.google.com/books/content?id=vIaCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.91
3650,0586210695,The Curse of the Mistwraith,Janny Wurts,Fiction,http://books.google.com/books/content?id=Ju3E6WIy1ygC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.76
3651,0586217835,Magician,Raymond E. Feist,Adventure stories,http://books.google.com/books/content?id=3IYA72d9dgMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,4.33
3652,0590032496,The witches,Roald Dahl,Juvenile Nonfiction,http://books.google.com/books/content?id=tpQxolGFYSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.17
3653,0590100564,Common Ground,Molly Bang,Juvenile Nonfiction,http://books.google.com/books/content?id=LSpkG31BYDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,3.75
3654,0590103873,Expository Writing,Tara McCarthy,Juvenile Nonfiction,http://books.google.com/books/content?id=9HKHFJuu5OQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.33
3655,0590135899,Scary stories 3,Alvin Schwartz,Folklore,http://books.google.com/books/content?id=tQNDoaGr8OkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,4.21
3656,0590209329,Descriptive Writing,Tara McCarthy,Language Arts & Disciplines,http://books.google.com/books/content?id=WrPw4CDBl6YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,
3657,0590209345,Persuasive Writing,Tara McCarthy,Juvenile Nonfiction,http://books.google.com/books/content?id=juB6zbcyUBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1998,3.2
3658,0590213113,P.S. Longer Letter Later,Paula Danziger,Friendship,http://books.google.com/books/content?id=Usv9XSDU274C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.77
3659,0590227165,How Much is that Guinea Pig in the Window?,Joanne Rocklin,Contests,http://books.google.com/books/content?id=DH5UGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.12
3660,0590254766,"The lion, the witch and the wardrobe",Clive Staples Lewis,Fantasy,,1995,4.21
3661,0590255223,Something Fishy at Macdonald Hall,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=Cdw3HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.04
3662,0590317679,Run,William Sleator,Detective and mystery stories,http://books.google.com/books/content?id=ctBxKTLJoyYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1973,3.07
3663,0590321145,Blind Flight,Hilary Milton,Blind,http://books.google.com/books/content?id=4BiSkciyNYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982,3.71
3664,0590326295,Trapped!,Arthur Roth,Survival,http://books.google.com/books/content?id=ZjL0QlkKzBIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1983,3.71
3665,0590407325,The Trolley Car Family,Eleanor Clymer,Family life,,1987,4.14
3666,0590413813,Mrs. Piggle-Wiggle's farm,Betty MacDonald,Behavior,http://books.google.com/books/content?id=kwVoNYhvKuMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.16
3667,0590419277,Radio Fifth Grade,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=F65B2m_PckgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1991,3.55
3668,0590422677,Avalanche,Arthur Roth,Adult education,,1989,3.65
3669,0590425579,Drina Dances Again,Jean Estoril,Acting,,1989,4.1
3670,0590428888,Blubberina,Jahnna N. Malcolm,Ballet,http://books.google.com/books/content?id=isdFgD0YTxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1989,3.4
3671,0590430262,The Littles and the Lost Children,John Peterson,Juvenile Fiction,http://books.google.com/books/content?id=W6hXPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,3.75
3672,059043411X,Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,http://books.google.com/books/content?id=QY6a-2MatiMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.8
3673,0590440616,Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,http://books.google.com/books/content?id=amxxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1991,3.83
3674,0590444255,Koko's Kitten,Francine Patterson;Ronald H. Cohn,Juvenile Nonfiction,http://books.google.com/books/content?id=OHxxHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.3
3675,0590456806,The Stranger,Caroline B. Cooney,Horror stories.,http://books.google.com/books/content?id=jLemheqAQVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1993,3.55
